maintenance_id,workorder_id,asset_id,completion_date,downtime_hours,maintenance_cost_eur
17410,17410,353,2023-03-01,19.47,4806
17411,17411,183,2022-11-29,4.39,3433
17412,17412,146,2022-02-04,10.95,3694
17413,17413,162,2023-07-03,33.49,3509
17414,17414,160,2022-08-24,40.81,524
17415,17415,244,2022-08-01,43.52,683
17416,17416,209,2022-05-02,11.08,2880
17417,17417,29,2023-06-13,34.56,1401
17418,17418,463,2023-12-10,15.05,2957
17419,17419,31,2023-09-26,41.02,1155
17420,17420,148,2023-08-12,40.94,1311
17421,17421,216,2023-10-31,11.57,2192
17422,17422,457,2023-10-02,25.47,2477
17423,17423,168,2022-02-05,23.52,3927
17424,17424,315,2023-07-21,47.78,2732
17425,17425,487,2023-03-23,28.64,940
17426,17426,379,2022-11-06,28.85,4326
17427,17427,173,2023-10-21,2.51,4439
17428,17428,283,2023-11-25,27.7,1581
17429,17429,167,2023-05-28,25.54,4373
17430,17430,366,2022-08-03,1.54,894
17431,17431,24,2022-10-29,25.91,1819
17432,17432,83,2022-07-26,22.79,1506
17433,17433,191,2022-01-30,3.88,3516
17434,17434,272,2022-02-03,38.7,4441
17435,17435,131,2023-02-13,17.43,2038
17436,17436,47,2022-04-08,39.73,1054
17437,17437,343,2023-09-14,28.47,2291
17438,17438,9,2022-06-19,32.45,992
17439,17439,159,2022-12-13,23.97,3177
17440,17440,10,2022-12-02,12.01,1891
17441,17441,157,2022-10-24,45.11,1651
17442,17442,317,2023-09-07,20.18,1771
17443,17443,202,2023-05-10,11.55,2249
17444,17444,105,2023-10-09,19.17,594
17445,17445,287,2023-01-24,40.68,4539
17446,17446,226,2023-06-17,30.04,3818
17447,17447,457,2022-02-01,40.26,2805
17448,17448,228,2022-10-07,32.9,4186
17449,17449,423,2023-05-27,19.6,603
17450,17450,346,2022-01-18,9.87,2756
17451,17451,452,2022-07-01,46.36,267
17452,17452,10,2023-07-23,6.69,417
17453,17453,364,2023-05-14,27.14,1818
17454,17454,366,2023-05-18,44.49,3253
17455,17455,313,2022-07-10,37.02,1119
17456,17456,65,2023-02-25,34.53,2578
17457,17457,392,2022-01-15,45.84,4123
17458,17458,494,2022-03-14,8.38,1645
17459,17459,224,2023-02-02,8.99,1657
17460,17460,375,2022-08-31,2.86,1714
17461,17461,450,2023-04-21,45.07,2751
17462,17462,495,2022-03-25,34.43,2112
17463,17463,415,2023-08-09,44.23,3595
17464,17464,473,2023-07-03,24.81,3687
17465,17465,222,2023-02-15,10.25,3721
17466,17466,424,2023-10-06,8.41,3825
17467,17467,156,2023-05-29,14.68,2528
17468,17468,242,2023-11-16,36.8,2446
17469,17469,327,2023-01-31,32.56,3204
17470,17470,52,2022-04-15,30.44,4671
17471,17471,146,2022-01-13,2.59,3735
17472,17472,332,2023-03-29,23.48,4121
17473,17473,68,2022-03-13,24.98,2789
17474,17474,157,2023-09-19,45.58,1584
17475,17475,233,2023-03-11,7.29,1851
17476,17476,484,2023-08-18,47.32,1059
17477,17477,117,2022-06-11,28.19,694
17478,17478,236,2023-06-29,15.66,4109
17479,17479,139,2022-03-07,30.4,1146
17480,17480,347,2022-04-26,9.43,2896
17481,17481,59,2022-10-01,35.09,649
17482,17482,461,2022-10-12,19.09,1490
17483,17483,400,2023-11-05,20.52,529
17484,17484,338,2022-07-03,18.2,2311
17485,17485,371,2022-07-16,29.51,3760
17486,17486,348,2022-07-29,27.38,2585
17487,17487,194,2023-01-12,38.22,4996
17488,17488,173,2023-06-06,5.07,4360
17489,17489,127,2022-10-30,34.07,3273
17490,17490,317,2022-06-22,44.13,2689
17491,17491,73,2023-03-23,8.24,2414
17492,17492,171,2023-10-09,3.47,223
17493,17493,463,2022-12-18,31.9,1269
17494,17494,431,2023-09-04,43.28,1641
17495,17495,483,2023-02-21,30.71,297
17496,17496,299,2022-06-23,37.74,2521
17497,17497,213,2022-01-20,19.26,4529
17498,17498,102,2022-07-18,1.75,1454
17499,17499,500,2023-06-18,35.22,2880
17500,17500,188,2022-07-11,10.98,4583
17501,17501,10,2023-06-16,5.84,4296
17502,17502,377,2022-01-16,16.98,4949
17503,17503,394,2023-11-07,22.02,1665
17504,17504,240,2023-08-09,23.53,4213
17505,17505,139,2023-04-13,30.63,4845
17506,17506,402,2022-03-01,47.2,3776
17507,17507,406,2023-04-20,3.62,658
17508,17508,179,2023-08-30,44.5,568
17509,17509,310,2023-11-26,40.13,1928
17510,17510,343,2022-04-15,15.09,2129
17511,17511,437,2022-11-06,2.91,489
17512,17512,253,2022-07-29,9.84,1305
17513,17513,37,2022-03-24,4.54,4640
17514,17514,30,2022-06-24,32.65,2043
17515,17515,202,2022-07-14,13.17,1358
17516,17516,367,2023-08-12,21.64,2702
17517,17517,271,2022-01-24,30.54,1566
17518,17518,416,2022-04-07,23.58,4907
17519,17519,290,2022-03-16,24.23,328
17520,17520,108,2023-07-01,36.79,3561
17521,17521,474,2022-07-04,47.58,4742
17522,17522,134,2023-07-19,19.09,3865
17523,17523,390,2022-07-04,27.89,1755
17524,17524,299,2022-01-26,4.63,3042
17525,17525,132,2023-11-18,33.05,1721
17526,17526,475,2022-05-28,1.93,1687
17527,17527,30,2022-02-10,22.97,2311
17528,17528,151,2022-09-08,27.34,3506
17529,17529,450,2022-09-25,45.09,359
17530,17530,239,2023-01-06,29.36,3591
17531,17531,138,2022-01-25,29.6,4232
17532,17532,350,2022-05-30,8.44,3077
17533,17533,360,2022-11-04,29.47,992
17534,17534,122,2023-12-02,4.0,3947
17535,17535,346,2022-04-12,10.32,2772
17536,17536,445,2022-07-02,17.04,1260
17537,17537,31,2022-03-02,9.84,4450
17538,17538,104,2022-01-27,11.5,2263
17539,17539,408,2023-02-01,7.95,3873
17540,17540,350,2022-12-12,43.74,286
17541,17541,50,2022-05-09,34.87,2060
17542,17542,337,2023-08-20,1.89,4916
17543,17543,293,2022-03-29,44.87,4072
17544,17544,204,2023-01-22,45.93,2740
17545,17545,112,2023-07-30,42.38,1179
17546,17546,296,2022-06-18,1.65,4574
17547,17547,324,2022-03-31,47.37,4621
17548,17548,241,2023-01-15,34.16,358
17549,17549,433,2022-07-25,39.83,1957
17550,17550,184,2023-01-11,34.12,1092
17551,17551,480,2022-01-20,5.49,1099
17552,17552,425,2023-02-16,33.69,1821
17553,17553,79,2022-11-02,34.39,2992
17554,17554,18,2023-10-08,22.49,4542
17555,17555,418,2022-06-28,29.06,1656
17556,17556,235,2022-01-18,13.15,2819
17557,17557,395,2022-11-04,33.94,3927
17558,17558,237,2022-01-06,28.0,258
17559,17559,336,2022-09-03,45.98,1976
17560,17560,396,2023-03-19,40.28,568
17561,17561,30,2023-11-14,35.13,4269
17562,17562,357,2023-12-06,38.23,1606
17563,17563,450,2023-03-31,31.24,2439
17564,17564,289,2022-02-20,6.75,3266
17565,17565,111,2023-03-19,7.79,857
17566,17566,408,2023-05-25,17.09,4777
17567,17567,489,2023-03-28,47.56,4599
17568,17568,121,2023-04-30,10.85,2289
17569,17569,44,2023-01-20,37.25,3020
17570,17570,98,2022-07-03,18.65,2826
17571,17571,299,2022-02-03,29.39,1748
17572,17572,154,2022-05-16,22.04,4233
17573,17573,402,2023-09-13,16.32,4934
17574,17574,181,2023-03-24,30.41,4843
17575,17575,86,2023-02-19,16.22,3434
17576,17576,416,2023-06-11,7.07,4149
17577,17577,408,2023-01-18,20.35,1287
17578,17578,497,2023-01-05,38.16,2566
17579,17579,88,2022-12-04,30.54,3900
17580,17580,189,2022-03-03,37.65,1015
17581,17581,14,2023-07-03,26.56,605
17582,17582,91,2023-06-12,31.38,1164
17583,17583,8,2022-10-19,38.68,2117
17584,17584,295,2023-09-25,36.33,3447
17585,17585,5,2022-11-13,17.1,2924
17586,17586,364,2022-11-14,15.3,4187
17587,17587,462,2022-06-07,26.76,739
17588,17588,362,2022-08-26,44.31,3604
17589,17589,112,2023-05-06,4.3,636
17590,17590,231,2022-02-15,30.68,762
17591,17591,177,2022-06-22,27.1,931
17592,17592,186,2023-01-09,26.31,3954
17593,17593,10,2023-05-08,2.49,4216
17594,17594,286,2023-11-22,32.06,1156
17595,17595,456,2023-06-17,9.96,2695
17596,17596,402,2023-07-02,37.8,583
17597,17597,160,2022-08-30,17.9,2291
17598,17598,211,2022-02-21,39.38,2167
17599,17599,403,2022-04-20,36.77,2683
17600,17600,216,2022-10-31,44.45,1366
17601,17601,5,2022-01-09,33.32,2375
17602,17602,39,2023-01-31,47.51,739
17603,17603,456,2022-12-26,14.38,683
17604,17604,112,2022-12-02,22.72,377
17605,17605,154,2022-03-19,10.22,4269
17606,17606,268,2022-02-02,26.46,3558
17607,17607,4,2022-05-10,42.18,532
17608,17608,451,2023-02-10,1.22,1101
17609,17609,13,2023-02-17,11.03,4666
17610,17610,500,2022-05-05,38.48,1025
17611,17611,8,2022-11-10,23.82,346
17612,17612,488,2023-03-03,42.08,1468
17613,17613,172,2023-01-23,46.18,2131
17614,17614,12,2022-03-06,41.34,3407
17615,17615,331,2022-01-27,28.49,3602
17616,17616,450,2023-09-13,33.23,1697
17617,17617,207,2023-06-24,33.04,3622
17618,17618,433,2023-07-31,19.1,3847
17619,17619,450,2023-07-26,39.63,3429
17620,17620,178,2023-08-01,44.36,3887
17621,17621,186,2023-02-13,24.13,2337
17622,17622,320,2023-08-04,11.44,4108
17623,17623,138,2023-06-19,42.67,4338
17624,17624,134,2022-02-01,43.27,491
17625,17625,184,2022-11-28,9.18,4598
17626,17626,249,2023-02-16,28.08,2568
17627,17627,341,2023-06-04,34.65,234
17628,17628,311,2023-08-28,26.83,3066
17629,17629,42,2023-06-26,3.99,3064
17630,17630,98,2023-11-15,32.19,3870
17631,17631,293,2023-10-02,5.93,2794
17632,17632,435,2022-06-10,1.52,4004
17633,17633,207,2023-01-25,6.01,2768
17634,17634,380,2022-03-27,13.25,3993
17635,17635,271,2023-08-15,29.86,1272
17636,17636,135,2022-09-17,3.91,1169
17637,17637,303,2023-03-13,12.36,4873
17638,17638,43,2022-03-10,32.85,243
17639,17639,498,2022-10-18,37.3,4216
17640,17640,66,2023-04-30,26.72,3566
17641,17641,291,2023-01-29,24.51,4067
17642,17642,452,2022-09-03,28.25,2688
17643,17643,296,2023-09-24,46.83,990
17644,17644,46,2023-08-26,36.22,4591
17645,17645,474,2022-03-08,27.83,299
17646,17646,256,2023-06-02,45.83,2313
17647,17647,240,2022-09-06,5.71,4501
17648,17648,320,2022-11-14,30.07,3460
17649,17649,160,2022-08-12,22.54,3983
17650,17650,67,2022-09-27,22.19,3883
17651,17651,431,2023-08-16,13.39,486
17652,17652,23,2022-06-24,36.65,1088
17653,17653,355,2022-12-18,11.8,4963
17654,17654,138,2022-09-22,29.58,1189
17655,17655,116,2022-05-12,42.91,797
17656,17656,363,2022-09-11,33.67,3815
17657,17657,85,2023-08-09,5.75,1555
17658,17658,153,2023-09-08,46.84,1223
17659,17659,489,2023-05-22,9.1,2955
17660,17660,332,2022-05-02,35.61,2582
17661,17661,406,2022-11-06,3.49,1285
17662,17662,113,2023-06-28,36.89,3046
17663,17663,137,2023-08-31,4.17,3280
17664,17664,187,2022-01-31,31.49,4948
17665,17665,31,2022-10-25,8.83,3488
17666,17666,75,2022-12-01,18.89,2108
17667,17667,145,2022-01-15,31.11,4633
17668,17668,283,2022-11-01,35.01,4871
17669,17669,25,2023-02-21,39.05,3899
17670,17670,334,2023-05-20,28.96,2556
17671,17671,430,2023-03-26,27.54,1676
17672,17672,305,2022-08-31,44.04,1221
17673,17673,439,2023-08-08,27.38,3452
17674,17674,407,2022-08-01,38.95,203
17675,17675,182,2022-11-11,38.92,4499
17676,17676,285,2023-07-04,18.11,1384
17677,17677,330,2022-01-09,27.19,4215
17678,17678,115,2022-06-27,4.69,2232
17679,17679,195,2023-07-24,9.44,816
17680,17680,258,2022-09-26,20.88,1140
17681,17681,170,2023-01-09,29.3,1838
17682,17682,55,2023-02-05,34.33,2212
17683,17683,152,2023-11-08,3.1,1169
17684,17684,450,2022-08-02,46.79,1471
17685,17685,304,2022-06-02,40.75,1824
17686,17686,190,2022-09-14,26.95,1463
17687,17687,214,2022-01-17,25.12,1738
17688,17688,209,2023-05-16,19.36,2832
17689,17689,291,2023-11-17,5.11,685
17690,17690,445,2022-03-20,29.51,3687
17691,17691,221,2022-02-23,2.16,2796
17692,17692,426,2023-07-03,15.35,2685
17693,17693,25,2023-04-16,27.85,3063
17694,17694,150,2023-07-22,20.17,4630
17695,17695,395,2022-11-04,36.86,2737
17696,17696,393,2022-12-16,9.64,247
17697,17697,16,2023-06-01,17.62,4414
17698,17698,25,2023-06-04,25.47,2207
17699,17699,351,2022-10-23,37.89,367
17700,17700,180,2023-02-26,3.61,266
17701,17701,418,2022-07-03,5.19,3421
17702,17702,246,2022-12-10,41.26,4816
17703,17703,384,2022-08-29,13.83,1921
17704,17704,470,2022-10-13,25.0,2119
17705,17705,47,2023-11-23,45.12,747
17706,17706,136,2022-05-16,6.74,546
17707,17707,44,2022-06-18,32.92,622
17708,17708,419,2022-06-04,23.35,3808
17709,17709,176,2023-02-02,45.49,2230
17710,17710,404,2023-02-20,34.1,864
17711,17711,379,2023-07-26,18.04,4907
17712,17712,447,2022-01-15,5.88,4328
17713,17713,111,2022-05-08,9.05,3540
17714,17714,337,2022-07-21,41.05,4068
17715,17715,317,2023-07-16,36.7,1307
17716,17716,1,2023-04-09,46.73,603
17717,17717,471,2023-09-15,9.26,2496
17718,17718,2,2022-01-10,44.41,4910
17719,17719,23,2022-02-07,27.21,2144
17720,17720,203,2022-07-21,3.42,3637
17721,17721,393,2023-07-31,15.82,3620
17722,17722,372,2022-07-16,12.26,4318
17723,17723,178,2023-03-30,17.07,3072
17724,17724,175,2022-07-19,4.37,3774
17725,17725,158,2023-10-09,22.96,887
17726,17726,375,2023-09-21,31.56,1953
17727,17727,73,2023-06-28,18.84,1884
17728,17728,426,2023-02-14,30.87,4737
17729,17729,318,2022-05-09,8.22,4382
17730,17730,63,2022-04-20,27.98,3905
17731,17731,239,2022-07-29,36.07,3991
17732,17732,188,2023-03-14,14.47,4917
17733,17733,101,2022-08-20,20.35,4938
17734,17734,39,2022-09-30,20.12,2982
17735,17735,246,2023-10-22,27.25,3237
17736,17736,41,2023-10-11,42.82,3452
17737,17737,222,2022-11-08,28.33,3223
17738,17738,135,2023-08-21,24.88,3766
17739,17739,405,2023-07-18,13.55,276
17740,17740,329,2022-07-26,46.84,1347
17741,17741,459,2022-06-10,3.92,1434
17742,17742,116,2023-11-10,15.24,4891
17743,17743,100,2022-06-06,37.42,4621
17744,17744,482,2023-03-17,17.39,1157
17745,17745,60,2023-02-24,41.37,2664
17746,17746,410,2022-04-18,16.64,4266
17747,17747,407,2023-09-04,17.25,2999
17748,17748,288,2023-04-14,10.91,3169
17749,17749,311,2023-08-26,32.04,883
17750,17750,362,2022-09-29,30.96,4472
17751,17751,439,2023-03-08,32.86,1281
17752,17752,95,2022-07-09,39.74,2176
17753,17753,459,2023-11-24,12.0,3690
17754,17754,43,2022-06-25,12.35,3715
17755,17755,190,2022-10-02,2.2,1122
17756,17756,188,2023-04-20,7.92,4167
17757,17757,228,2022-05-10,27.49,1708
17758,17758,195,2022-05-01,36.61,1640
17759,17759,392,2022-09-14,22.63,1023
17760,17760,402,2022-09-16,10.41,2198
17761,17761,86,2022-09-23,29.52,477
17762,17762,365,2022-04-12,17.9,4695
17763,17763,395,2023-02-18,4.74,1970
17764,17764,223,2022-05-14,34.03,4915
17765,17765,410,2022-07-22,34.1,264
17766,17766,392,2023-10-26,31.26,879
17767,17767,336,2022-08-22,28.53,3667
17768,17768,248,2022-12-25,29.03,1242
17769,17769,110,2022-10-25,28.78,782
17770,17770,73,2023-08-22,20.7,3708
17771,17771,431,2022-02-27,44.35,2693
17772,17772,85,2023-03-23,10.76,4826
17773,17773,385,2022-12-07,26.43,4489
17774,17774,408,2022-07-09,45.13,3394
17775,17775,134,2022-02-20,13.8,3694
17776,17776,255,2023-06-10,21.19,1077
17777,17777,349,2022-06-10,36.25,530
17778,17778,323,2023-08-08,45.79,2682
17779,17779,214,2022-08-28,10.61,4707
17780,17780,166,2023-08-13,19.84,3870
17781,17781,281,2022-11-02,30.96,2972
17782,17782,417,2022-11-19,16.01,4846
17783,17783,188,2023-10-15,27.59,2924
17784,17784,259,2023-09-05,7.86,2802
17785,17785,98,2022-11-27,46.35,984
17786,17786,78,2022-06-05,4.26,3540
17787,17787,70,2023-06-16,23.57,1662
17788,17788,28,2023-10-04,20.77,3627
17789,17789,96,2022-01-15,8.05,2491
17790,17790,436,2023-02-10,16.73,2343
17791,17791,172,2023-11-09,43.25,4240
17792,17792,46,2023-08-21,13.65,1690
17793,17793,278,2022-03-24,28.81,4461
17794,17794,403,2023-07-19,43.31,4027
17795,17795,268,2022-11-08,45.68,4327
17796,17796,18,2023-10-01,47.43,3467
17797,17797,306,2022-12-11,4.16,3563
17798,17798,246,2022-07-20,41.94,2120
17799,17799,380,2022-07-12,5.64,385
17800,17800,325,2022-08-27,29.28,2888
17801,17801,223,2022-10-13,30.13,1800
17802,17802,337,2022-11-01,16.4,4039
17803,17803,456,2022-06-18,26.02,4799
17804,17804,34,2023-07-26,42.74,4546
17805,17805,289,2022-11-11,2.71,3783
17806,17806,364,2022-06-09,32.33,2733
17807,17807,166,2022-01-28,11.76,4859
17808,17808,61,2023-08-27,18.09,4868
17809,17809,317,2022-01-18,45.22,1274
17810,17810,163,2023-04-18,22.11,1862
17811,17811,5,2023-10-02,14.98,1592
17812,17812,44,2022-04-17,39.2,3579
17813,17813,264,2023-12-02,40.3,3701
17814,17814,459,2022-07-06,28.87,2081
17815,17815,78,2023-04-14,9.14,3785
17816,17816,493,2022-08-20,19.61,2162
17817,17817,410,2023-03-22,23.06,4034
17818,17818,359,2023-09-05,42.04,4469
17819,17819,145,2022-08-21,40.59,924
17820,17820,167,2022-12-01,3.36,1076
17821,17821,62,2022-12-19,28.35,4273
17822,17822,382,2022-05-29,36.79,4789
17823,17823,212,2022-12-19,47.98,662
17824,17824,75,2023-10-28,31.91,1390
17825,17825,69,2023-03-10,45.84,2921
17826,17826,13,2022-01-25,22.66,582
17827,17827,126,2023-06-21,17.85,4477
17828,17828,417,2022-12-09,43.56,4003
17829,17829,48,2022-05-05,30.27,2890
17830,17830,124,2023-03-31,9.72,2304
17831,17831,259,2022-01-29,6.1,488
17832,17832,320,2023-01-27,12.07,4687
17833,17833,407,2022-01-21,9.95,3384
17834,17834,256,2022-01-14,42.74,1098
17835,17835,130,2023-01-07,11.38,2498
17836,17836,169,2022-07-24,26.66,1072
17837,17837,403,2022-11-20,35.82,3993
17838,17838,187,2023-05-26,23.19,3029
17839,17839,436,2022-02-10,16.52,4627
17840,17840,230,2022-10-17,10.07,898
17841,17841,135,2023-06-07,27.16,3367
17842,17842,343,2023-04-16,2.17,681
17843,17843,355,2023-04-13,35.66,2861
17844,17844,267,2022-04-22,16.43,1131
17845,17845,468,2023-02-03,7.27,1155
17846,17846,135,2023-07-25,4.42,1380
17847,17847,227,2023-08-10,15.38,550
17848,17848,146,2022-01-11,14.31,1727
17849,17849,186,2023-02-20,1.53,1856
17850,17850,453,2023-08-11,9.63,4990
17851,17851,208,2023-01-04,29.37,4402
17852,17852,314,2023-02-02,13.69,2720
17853,17853,249,2023-03-16,47.45,2460
17854,17854,218,2022-01-28,33.31,945
17855,17855,218,2023-11-28,21.36,509
17856,17856,241,2023-11-20,29.96,3280
17857,17857,244,2022-10-03,4.28,4579
17858,17858,383,2023-01-16,1.98,1687
17859,17859,461,2022-02-25,45.34,1780
17860,17860,2,2023-08-23,20.29,3937
17861,17861,72,2022-10-15,22.71,2044
17862,17862,215,2023-05-02,36.48,1803
17863,17863,262,2023-07-18,3.81,3007
17864,17864,320,2022-11-28,41.17,3826
17865,17865,218,2022-06-24,13.33,1652
17866,17866,283,2022-08-28,1.18,2970
17867,17867,25,2023-01-27,24.81,2507
17868,17868,156,2022-10-23,30.98,1473
17869,17869,370,2022-11-10,17.53,574
17870,17870,179,2023-08-15,29.87,667
17871,17871,131,2022-09-26,29.5,4370
17872,17872,370,2023-11-09,34.52,4746
17873,17873,288,2022-02-28,11.34,1762
17874,17874,238,2023-11-28,26.79,3194
17875,17875,88,2022-01-10,40.31,4469
17876,17876,171,2023-04-09,1.76,1536
17877,17877,195,2022-06-04,32.44,2913
17878,17878,27,2022-11-29,32.61,576
17879,17879,362,2023-03-16,32.84,929
17880,17880,279,2022-09-20,6.88,4493
17881,17881,28,2022-09-01,19.93,542
17882,17882,351,2023-01-09,22.82,4656
17883,17883,175,2022-01-26,41.02,1662
17884,17884,33,2023-09-25,14.27,808
17885,17885,187,2022-08-31,17.83,1169
17886,17886,308,2022-05-10,41.79,1990
17887,17887,153,2022-10-30,23.12,2115
17888,17888,184,2022-11-09,9.15,4754
17889,17889,192,2022-02-21,25.52,3340
17890,17890,490,2023-05-01,15.07,405
17891,17891,402,2022-07-10,15.5,1915
17892,17892,145,2022-07-04,19.36,4282
17893,17893,474,2022-11-16,25.57,1729
17894,17894,85,2023-01-06,8.17,4276
17895,17895,315,2022-07-02,41.98,604
17896,17896,163,2022-11-03,11.76,3842
17897,17897,107,2023-04-23,33.15,3515
17898,17898,407,2023-09-30,18.0,4985
17899,17899,139,2022-05-18,46.35,571
17900,17900,137,2022-01-16,25.12,2363
17901,17901,90,2022-10-19,24.09,4522
17902,17902,226,2023-10-11,47.33,1459
17903,17903,56,2022-11-11,33.63,1375
17904,17904,188,2022-04-19,38.58,4914
17905,17905,42,2022-04-27,33.92,1426
17906,17906,378,2022-12-28,18.12,1915
17907,17907,492,2023-10-14,3.6,4216
17908,17908,339,2022-03-24,34.75,1461
17909,17909,413,2022-08-01,5.63,4265
17910,17910,132,2022-01-13,30.27,2194
17911,17911,63,2022-01-20,31.52,1544
17912,17912,327,2023-05-21,1.73,470
17913,17913,482,2023-06-11,23.97,2128
17914,17914,411,2022-05-03,6.55,2403
17915,17915,497,2023-01-28,1.48,1833
17916,17916,482,2023-10-13,36.16,2837
17917,17917,281,2023-04-30,27.88,3206
17918,17918,334,2022-09-29,16.51,4350
17919,17919,182,2022-06-03,39.1,2061
17920,17920,290,2022-01-30,18.05,2740
17921,17921,24,2022-06-14,40.81,3201
17922,17922,152,2023-04-20,13.76,291
17923,17923,190,2022-08-20,19.59,2468
17924,17924,59,2022-01-20,29.74,1537
17925,17925,492,2023-01-27,42.72,1919
17926,17926,494,2022-06-09,15.09,4002
17927,17927,381,2023-02-14,15.14,3881
17928,17928,321,2023-08-30,22.5,2890
17929,17929,18,2023-01-05,10.48,1651
17930,17930,497,2022-07-25,17.86,1384
17931,17931,233,2022-01-08,20.57,2539
17932,17932,391,2022-09-02,19.12,2179
17933,17933,268,2022-06-02,6.27,3104
17934,17934,369,2022-06-11,37.07,4725
17935,17935,484,2023-07-26,1.19,1703
17936,17936,134,2022-04-03,30.57,3965
17937,17937,366,2023-10-10,28.89,4532
17938,17938,440,2022-06-11,20.17,1469
17939,17939,115,2022-11-19,25.57,1656
17940,17940,372,2022-07-17,11.4,2761
17941,17941,250,2022-04-06,27.12,4038
17942,17942,44,2022-08-28,16.66,3861
17943,17943,442,2023-05-05,3.41,2271
17944,17944,164,2022-04-28,37.75,3350
17945,17945,291,2022-04-09,30.83,3307
17946,17946,397,2023-02-18,17.79,4874
17947,17947,51,2022-12-25,16.26,3147
17948,17948,366,2023-05-31,30.53,244
17949,17949,124,2023-10-17,39.35,4635
17950,17950,16,2022-03-14,31.37,4041
17951,17951,416,2022-08-08,12.66,4765
17952,17952,10,2022-12-17,47.96,3869
17953,17953,81,2023-09-14,13.9,1604
17954,17954,59,2023-03-19,21.28,1629
17955,17955,344,2023-03-28,23.95,3335
17956,17956,351,2022-04-13,28.21,4711
17957,17957,9,2022-12-22,10.14,1303
17958,17958,261,2022-01-21,3.66,2407
17959,17959,314,2022-05-08,30.01,718
17960,17960,347,2022-09-07,7.05,4264
17961,17961,205,2023-07-06,46.92,4055
17962,17962,33,2022-06-22,14.44,1034
17963,17963,367,2022-09-07,12.2,1418
17964,17964,165,2022-10-04,4.54,839
17965,17965,236,2022-02-02,24.22,557
17966,17966,238,2023-04-05,41.75,1344
17967,17967,60,2023-11-22,9.99,4311
17968,17968,208,2023-07-27,42.43,600
17969,17969,196,2022-04-30,14.28,1665
17970,17970,361,2022-02-01,33.73,322
17971,17971,493,2022-08-26,44.54,645
17972,17972,162,2022-10-01,27.05,4804
17973,17973,441,2022-12-22,10.16,586
17974,17974,373,2023-07-23,12.88,4094
17975,17975,264,2023-07-02,15.95,3744
17976,17976,52,2022-03-01,8.87,3065
17977,17977,187,2022-05-03,31.36,1804
17978,17978,120,2023-05-05,47.54,1352
17979,17979,28,2023-09-04,46.92,4161
17980,17980,492,2022-11-16,29.32,695
17981,17981,268,2023-02-13,19.91,2674
17982,17982,234,2022-02-11,7.09,3514
17983,17983,424,2023-08-18,28.89,1121
17984,17984,226,2023-05-12,14.2,2989
17985,17985,34,2022-06-11,47.99,4946
17986,17986,354,2022-09-06,11.78,2544
17987,17987,69,2022-05-04,16.66,2837
17988,17988,130,2022-05-19,13.39,4649
17989,17989,268,2022-10-07,38.99,2760
17990,17990,404,2023-09-24,18.81,3330
17991,17991,202,2023-04-27,26.82,2548
17992,17992,140,2023-08-29,18.35,2445
17993,17993,228,2022-09-10,38.87,3595
17994,17994,140,2022-04-16,43.22,2572
17995,17995,270,2022-03-14,25.63,482
17996,17996,476,2022-05-05,22.99,2062
17997,17997,474,2023-04-11,15.43,3856
17998,17998,374,2022-11-21,42.29,2911
17999,17999,231,2022-03-25,45.3,4244
18000,18000,224,2023-06-04,15.96,1193
18001,18001,307,2023-08-17,14.99,3563
18002,18002,33,2023-08-02,6.92,4101
18003,18003,399,2022-12-02,1.28,1225
18004,18004,485,2023-01-22,43.05,3098
18005,18005,251,2022-05-27,17.56,4700
18006,18006,321,2022-07-25,29.05,1322
18007,18007,201,2022-12-04,1.24,589
18008,18008,53,2022-11-19,21.55,2140
18009,18009,356,2023-10-22,24.31,4859
18010,18010,132,2023-01-26,38.59,2748
18011,18011,336,2022-10-13,21.0,2847
18012,18012,92,2022-04-16,10.11,3262
18013,18013,172,2023-06-27,14.9,4845
18014,18014,136,2022-09-10,1.91,2220
18015,18015,445,2023-10-20,8.42,2968
18016,18016,491,2022-06-03,1.47,918
18017,18017,107,2022-11-16,14.72,3953
18018,18018,134,2023-03-09,24.96,3672
18019,18019,71,2022-05-09,36.41,3694
18020,18020,63,2023-09-14,11.35,1620
18021,18021,118,2022-02-20,14.75,3876
18022,18022,338,2022-01-12,19.42,2449
18023,18023,287,2023-09-27,32.38,330
18024,18024,426,2023-05-19,36.21,352
18025,18025,177,2023-10-16,47.79,1390
18026,18026,435,2022-05-05,26.44,3484
18027,18027,334,2022-07-15,15.26,3730
18028,18028,19,2022-02-03,33.1,1253
18029,18029,129,2023-10-11,17.92,4855
18030,18030,249,2023-02-24,21.17,1886
18031,18031,186,2023-06-10,2.43,2143
18032,18032,283,2023-03-04,10.71,2376
18033,18033,48,2023-01-19,14.33,988
18034,18034,494,2023-08-21,2.73,4064
18035,18035,186,2023-11-16,23.8,1284
18036,18036,242,2023-09-07,4.99,4416
18037,18037,436,2022-03-21,34.17,1584
18038,18038,218,2023-04-05,39.99,4995
18039,18039,23,2023-05-27,7.29,2214
18040,18040,43,2022-12-23,6.45,299
18041,18041,492,2022-04-18,15.59,2209
18042,18042,10,2023-03-16,31.69,1494
18043,18043,303,2022-08-12,38.85,2992
18044,18044,282,2022-02-08,23.37,1717
18045,18045,220,2023-06-08,32.36,1835
18046,18046,369,2022-05-22,6.86,2245
18047,18047,269,2023-04-26,43.56,2297
18048,18048,181,2023-03-19,43.41,1290
